Head,Rel,Tail
틈새로 엿본다,NegEnv,의심하다
예의주시한다,PosEnv,긴장하다
예의주시한다,NegEnv,의심하다
예의주시한다,NegEnv,불안하다
손가락을 오므린다,PosEnv,긴장하다
손가락을 오므린다,NegEnv,불안하다
손가락을 오므린다,NegEnv,긴장하다
최대한 몸을 오므린다,NegEnv,우울하다
최대한 몸을 오므린다,NegEnv,위축되다
최대한 몸을 오므린다,NegEnv,불신하다
안면 경련이 온다,PosEnv,놀라다
안면 경련이 온다,NegEnv,경악하다
안면 경련이 온다,NegEnv,불안하다
눈썹이 치켜 올라간다,NegEnv,의심하다
눈썹이 치켜 올라간다,NegEnv,혐오하다
뛰어 올라간다,PosEnv,즐겁다
뛰어 올라간다,PosEnv,신나다
뛰어 올라간다,PosEnv,흥분하다
뛰어 올라간다,NegEnv,겁에 질리다
뛰어 올라간다,NegEnv,울분을 느끼다
뛰어 올라간다,NegEnv,분개하다
목소리가 올라간다,PosEnv,즐겁다
목소리가 올라간다,PosEnv,행복하다
목소리가 올라간다,NegEnv,짜증나다
목소리가 올라간다,NegEnv,화나다
무릎에 손을 가만히 올려놓는다,PosEnv,평안하다
머리를 뒤로 젖혀 위를 올려다본다,PosEnv,행복하다
머리를 뒤로 젖혀 위를 올려다본다,NegEnv,울분을 느끼다
하늘을 올려다본다,PosEnv,만족하다
하늘을 올려다본다,PosEnv,희망을 품다
하늘을 올려다본다,PosEnv,안심하다
하늘을 올려다본다,NegEnv,체념하다
Y를 올려다본다,PosEnv,좋아하다
Y를 올려다본다,PosEnv,존경하다
Y를 올려다본다,NegEnv,좌절하다
두 손을 머리 위로 만세한다,PosEnv,평안하다
소매를 걷어 올린다,PosEnv,자신감이 있다
소매를 걷어 올린다,NegEnv,분노하다
소매를 걷어 올린다,NegEnv,화나다
소매를 걷어 올린다,NegEnv,당황하다
손으로 눈꼬리를 밀어 올린다,NegEnv,분노하다
손으로 눈꼬리를 밀어 올린다,NegEnv,혐오하다
손을 무릎에 올린다,PosEnv,평안하다
지퍼를 억지로 잡아 올린다,NegEnv,짜증나다
지퍼를 억지로 잡아 올린다,NegEnv,경계하다
큰절을 올린다,PosEnv,고맙다
큰절을 올린다,PosEnv,존경하다
큰절을 올린다,PosEnv,경외심이 들다
큰절을 올린다,NegEnv,두렵다
턱을 들어 올린다,PosEnv,자부심을 느끼다
턱을 들어 올린다,NegEnv,불신하다
턱을 들어 올린다,NegEnv,의심하다
턱을 들어 올린다,NegEnv,반항하다
하늘을 향해 두 팔을 들어 올린다,PosEnv,신나다
하늘을 향해 두 팔을 들어 올린다,NegEnv,울분을 느끼다
하늘을 향해 두 팔을 들어 올린다,NegEnv,고통스럽다
발걸음을 천천히 옮긴다,PosEnv,편안하다
발걸음을 천천히 옮긴다,NegEnv,슬프다
발걸음을 천천히 옮긴다,NegEnv,유감스럽다
발걸음을 천천히 옮긴다,NegEnv,그리워하다
발걸음을 힘들게 옮긴다,NegEnv,두렵다
발걸음을 힘들게 옮긴다,NegEnv,자책하다
발걸음을 힘들게 옮긴다,NegEnv,혐오하다
의자를 옮긴다,NegEnv,불안하다
Y를 외면한다,PosEnv,부끄럽다
Y를 외면한다,PosEnv,쑥스럽다
Y를 외면한다,NegEnv,심드렁하다
Y를 외면한다,NegEnv,혐오하다
Y를 외면한다,NegEnv,충격받다
머리를 감싸쥐며 외친다,PosEnv,경탄하다
머리를 감싸쥐며 외친다,NegEnv,혼란스럽다
하늘을 우러러본다,PosEnv,행복하다
하늘을 우러러본다,PosEnv,신나다
우왕좌왕한다,NegEnv,슬프다
우왕좌왕한다,NegEnv,고뇌하다
우쭐댄다,PosEnv,만족하다
우쭐댄다,PosEnv,즐겁다
우쭐댄다,NegEnv,무시하다
목놓아 운다,NegEnv,슬프다
목놓아 운다,NegEnv,망연자실하다
어깨를 들썩이며 운다,NegEnv,슬프다
어깨를 들썩이며 운다,NegEnv,좌절하다
흐느껴 운다,PosEnv,안도하다
흐느껴 운다,PosEnv,감동받다
흐느껴 운다,NegEnv,절망하다
흐느껴 운다,NegEnv,겁에 질리다
울먹인다,NegEnv,수치스럽다
울먹인다,NegEnv,두렵다
울먹인다,NegEnv,소름이 끼치다
울부짖는다,NegEnv,초라하다
기민하게 움직인다,NegEnv,조급하다
날렵하게 움직인다,PosEnv,긴장하다
날렵하게 움직인다,NegEnv,긴장하다
날렵하게 움직인다,NegEnv,불안하다
날렵하게 움직인다,NegEnv,경계하다
신중하게 움직인다,NegEnv,분노하다
조심스럽게 움직인다,NegEnv,긴장하다
눈을 바쁘게 움직인다,NegEnv,불안하다
느릿느릿하게 움직인다,PosEnv,좋아하다
느릿느릿하게 움직인다,PosEnv,만족하다
느릿느릿하게 움직인다,NegEnv,반항하다
느릿느릿하게 움직인다,NegEnv,피로하다
바쁘게 움직인다,NegEnv,조급하다
살금살금 움직인다,PosEnv,재미있다
살금살금 움직인다,NegEnv,경계하다
최소한으로만 몸을 움직인다,NegEnv,우울하다
Y의 손길만 닿아도 움찔거린다,PosEnv,욕정을 느끼다
Y의 손길만 닿아도 움찔거린다,NegEnv,겁에 질리다
Y의 손길만 닿아도 움찔거린다,NegEnv,불안하다
Y의 손길만 닿아도 움찔거린다,NegEnv,당황하다
몸을 자주 움찔움찔한다,PosEnv,긴장하다
몸을 자주 움찔움찔한다,NegEnv,두렵다
몸을 자주 움찔움찔한다,NegEnv,긴장하다
자기도 모르게 움찔한다,PosEnv,쑥스럽다
자기도 모르게 움찔한다,PosEnv,긴장하다
자기도 모르게 움찔한다,NegEnv,두렵다
자기도 모르게 움찔한다,NegEnv,긴장하다
가슴이 한껏 움츠러든다,NegEnv,초라하다
가슴이 한껏 움츠러든다,NegEnv,두렵다
목이 움츠러든다,NegEnv,상처받다
목이 움츠러든다,NegEnv,두렵다
어깨가 움츠러든다,NegEnv,위축되다
자세가 잔뜩 움츠러든다,PosEnv,놀라다
자세가 잔뜩 움츠러든다,NegEnv,위축되다
자세가 잔뜩 움츠러든다,NegEnv,자책하다
목을 움츠린다,NegEnv,위축되다
목을 움츠린다,NegEnv,절망하다
몸을 움츠린다,NegEnv,위축되다
몸을 움츠린다,NegEnv,두렵다
몸을 잔뜩 움츠린다,NegEnv,초라하다
몸을 잔뜩 움츠린다,NegEnv,체념하다
몸을 잔뜩 움츠린다,NegEnv,두렵다
자세를 움츠린다,NegEnv,위축되다
자세를 움츠린다,NegEnv,두렵다
자세를 움츠린다,NegEnv,소름이 끼치다
아랫배를 움켜잡는다,PosEnv,긴장하다
아랫배를 움켜잡는다,NegEnv,불안하다
아랫배를 움켜잡는다,NegEnv,긴장하다
Y의 팔을 꽉 움켜잡는다,PosEnv,욕정을 느끼다
Y의 팔을 꽉 움켜잡는다,NegEnv,분노하다
머리를 움켜쥔다,NegEnv,짜증나다
주먹을 움켜쥔다,NegEnv,울분을 느끼다
옆구리를 움켜쥔다,PosEnv,유쾌하다
옆구리를 움켜쥔다,PosEnv,재미있다
옆구리를 움켜쥔다,NegEnv,고통스럽다
자신의 머리채를 움켜쥔다,NegEnv,울분을 느끼다
자신의 머리채를 움켜쥔다,NegEnv,분개하다
자신의 손목을 꽉 움켜쥔다,NegEnv,불안하다
목이 쉰 소리로 웃는다,PosEnv,신나다
목이 쉰 소리로 웃는다,NegEnv,우울하다
몸을 들썩이며 웃는다,PosEnv,즐겁다
몸을 들썩이며 웃는다,PosEnv,신나다
바보 같이 웃는다,PosEnv,행복하다
바보 같이 웃는다,PosEnv,기쁘다
보통 때보다 훨씬 오래 웃는다,PosEnv,행복하다
보통 때보다 훨씬 오래 웃는다,PosEnv,재미있다
평소보다 자주 웃는다,PosEnv,만족하다
해맑게 웃는다,PosEnv,기쁘다
혼자 실실 웃는다,PosEnv,만족하다
혼자 실실 웃는다,PosEnv,통쾌하다
혼자 실실 웃는다,NegEnv,열받다
히죽히죽 웃는다,PosEnv,좋아하다
히죽히죽 웃는다,PosEnv,신나다
히죽히죽 웃는다,PosEnv,통쾌하다
히죽히죽 웃는다,NegEnv,무시하다
Y의 농담에 실실 웃는다,PosEnv,좋아하다
Y의 농담에 실실 웃는다,PosEnv,재미있다
Y의 농담에 실실 웃는다,NegEnv,어이없다
가식적으로 웃는다,NegEnv,무시하다
가식적으로 웃는다,NegEnv,경멸하다
과장되게 웃는다,PosEnv,흥분하다
과장되게 웃는다,NegEnv,무시하다
혼잣말을 웅얼거린다,PosEnv,희망을 품다
혼잣말을 웅얼거린다,NegEnv,아쉽다
혼잣말을 웅얼거린다,NegEnv,쓸쓸하다
혼잣말을 웅얼거린다,NegEnv,걱정하다
몸을 잔뜩 웅크린다,NegEnv,우울하다
몸을 잔뜩 웅크린다,NegEnv,수치스럽다
몸을 잔뜩 웅크린다,NegEnv,위축되다
어깨를 웅크린다,NegEnv,두렵다
웅크린다,NegEnv,창피하다
웅크린다,NegEnv,부끄럽다
웅크린다,NegEnv,수치스럽다
Y를 위협한다,NegEnv,분노하다
Y를 위협한다,NegEnv,두렵다
Y를 위협한다,NegEnv,혐오하다
Y에게 윙크한다,PosEnv,만족하다
Y에게 윙크한다,PosEnv,친밀감을 느끼다
Y에게 윙크한다,PosEnv,기쁘다
바른 자세를 유지한다,PosEnv,평안하다
바른 자세를 유지한다,PosEnv,자부심을 느끼다
바른 자세를 유지한다,PosEnv,긴장하다
바른 자세를 유지한다,NegEnv,저항하다
바른 자세를 유지한다,NegEnv,긴장하다
Y와 일정한 거리를 유지한다,NegEnv,혐오하다
Y와 일정한 거리를 유지한다,NegEnv,멸시하다
꼿꼿한 자세를 유지한다,PosEnv,확신에 차다
꼿꼿한 자세를 유지한다,NegEnv,긴장하다
으스댄다,NegEnv,질투하다
손바닥을 펼쳐 보이며 어깨를 으쓱한다,PosEnv,희망을 품다
손바닥을 펼쳐 보이며 어깨를 으쓱한다,NegEnv,무시하다
눈을 크게 뜬 상태로 Y를 응시한다,PosEnv,좋아하다
눈을 크게 뜬 상태로 Y를 응시한다,PosEnv,호기심이 생기다
눈을 크게 뜬 상태로 Y를 응시한다,PosEnv,열망하다
눈을 크게 뜬 상태로 Y를 응시한다,NegEnv,경악하다
Y를 강렬하게 응시한다,PosEnv,욕정을 느끼다
Y를 강렬하게 응시한다,NegEnv,증오하다
Y를 강렬하게 응시한다,NegEnv,반항하다
Y를 뚫어져라 응시한다,PosEnv,존경하다
Y를 뚫어져라 응시한다,PosEnv,경외심이 들다
Y를 뚫어져라 응시한다,NegEnv,분노하다
Y를 뚫어져라 응시한다,NegEnv,싫어하다
Y를 뚫어져라 응시한다,NegEnv,멸시하다
Y를 열렬히 응시한다,PosEnv,욕정을 느끼다
Y를 열렬히 응시한다,NegEnv,집착하다
Y의 눈을 똑바로 응시한다,PosEnv,신뢰하다
Y의 눈을 똑바로 응시한다,NegEnv,증오하다
Y의 눈을 똑바로 응시한다,NegEnv,반항하다
술에 의존한다,NegEnv,불안하다
약물에 의존한다,NegEnv,불안하다
카페인에 의존한다,NegEnv,초조하다
카페인에 의존한다,NegEnv,불안하다
Y에게 몸을 의지한다,PosEnv,친밀감을 느끼다
Y에게 몸을 의지한다,NegEnv,실망하다
Y에게 몸을 의지한다,NegEnv,좌절하다
Y에게 몸을 의지한다,NegEnv,충격받다
눈빛이 이글거린다,PosEnv,욕망하다
눈빛이 이글거린다,PosEnv,기대하다
눈빛이 이글거린다,NegEnv,분노하다
눈빛이 이글거린다,NegEnv,화나다
시선이 이글거린다,PosEnv,열망하다
시선이 이글거린다,NegEnv,분노하다
이죽거린다,PosEnv,기쁘다
이죽거린다,PosEnv,통쾌하다
이죽거린다,NegEnv,혐오하다
이죽거린다,NegEnv,멸시하다
머리 숙여 인사한다,PosEnv,고맙다
머리 숙여 인사한다,NegEnv,두려워하다
잘못을 인정한다,PosEnv,누그러지다
잘못을 인정한다,NegEnv,체념하다
단조로운 목소리로 말한다,PosEnv,편안하다
단조로운 목소리로 말한다,NegEnv,심드렁하다
입을 일그러뜨린다,NegEnv,분노하다
입을 일그러뜨린다,NegEnv,멸시하다
모욕적 언행을 일삼는다,NegEnv,멸시하다
모욕적 언행을 일삼는다,NegEnv,경멸하다
험담을 일삼는다,PosEnv,고소해하다
험담을 일삼는다,NegEnv,싫어하다
험담을 일삼는다,NegEnv,증오하다
쓰러지고 곧바로 일어선다,PosEnv,희망을 가지다
쓰러지고 곧바로 일어선다,NegEnv,당황하다
경련을 일으킨다,PosEnv,놀라다
경련을 일으킨다,NegEnv,두렵다
경련을 일으킨다,NegEnv,소름이 끼치다
경련을 일으킨다,NegEnv,불안하다
입을 다물고만 있는다,NegEnv,충격받다
헝클어진 머리로 있는다,NegEnv,우울하다
헝클어진 머리로 있는다,NegEnv,절망하다
헝클어진 머리로 있는다,NegEnv,낙담하다
경직된 자세로 있다,PosEnv,쑥스럽다
경직된 자세로 있다,PosEnv,놀라다
경직된 자세로 있다,PosEnv,긴장하다
경직된 자세로 있다,NegEnv,분노하다
경직된 자세로 있다,NegEnv,긴장하다
경직된 자세로 있다,NegEnv,체념하다
눈가에 물기를 머금고 있다,PosEnv,감동받다
눈가에 물기를 머금고 있다,NegEnv,슬프다
눈가에 물기를 머금고 있다,NegEnv,고통스럽다
눈이 붉게 물들어 있다,PosEnv,감동받다
눈이 붉게 물들어 있다,NegEnv,우울하다
눈이 붉게 물들어 있다,NegEnv,슬프다
눈이 붉게 물들어 있다,NegEnv,걱정하다
달뜬 얼굴을 하고 있다,PosEnv,즐겁다
달뜬 얼굴을 하고 있다,PosEnv,욕정을 느끼다
달뜬 얼굴을 하고 있다,PosEnv,행복하다
다리를 아무렇게나 벌리고 있다,PosEnv,평안하다
다리를 아무렇게나 벌리고 있다,NegEnv,절망하다
다리를 아무렇게나 벌리고 있다,NegEnv,낙담하다
떨떠름한 표정으로 있다,PosEnv,감동받다
떨떠름한 표정으로 있다,PosEnv,놀라다
떨떠름한 표정으로 있다,PosEnv,긴장하다
떨떠름한 표정으로 있다,NegEnv,긴장하다
떨떠름한 표정으로 있다,NegEnv,불안하다
떨떠름한 표정으로 있다,NegEnv,충격받다
맥 빠진 자세로 있다,PosEnv,안도하다
맥 빠진 자세로 있다,PosEnv,안심하다
맥 빠진 자세로 있다,NegEnv,초라하다
맥 빠진 자세로 있다,NegEnv,두렵다
머리를 똑바로 세우고 있다,PosEnv,자부심을 느끼다
머리를 똑바로 세우고 있다,NegEnv,무시하다
머리를 똑바로 세우고 있다,NegEnv,반항하다
머리를 비스듬히 기울이고 있다,PosEnv,안도하다
머리를 비스듬히 기울이고 있다,NegEnv,무시하다
머리를 비스듬히 기울이고 있다,NegEnv,반항하다
멍한 얼굴을 하고 있다,NegEnv,체념하다
멍한 표정으로 굳어 있다,NegEnv,당황하다
목소리가 촉촉하게 젖어 있다,PosEnv,욕정을 느끼다
목소리가 촉촉하게 젖어 있다,NegEnv,동정하다
목소리가 촉촉하게 젖어 있다,NegEnv,슬프다
목소리가 촉촉하게 젖어 있다,NegEnv,그리워하다
목에 잔뜩 힘이 들어가 있다,NegEnv,분개하다
목에 잔뜩 힘이 들어가 있다,NegEnv,울분을 느끼다
목에 잔뜩 힘이 들어가 있다,NegEnv,멸시하다
목에 힘줄이 불거져 있다,PosEnv,흥분하다
목에 힘줄이 불거져 있다,NegEnv,분노하다
목에 힘줄이 불거져 있다,NegEnv,증오하다
목에 힘줄이 불거져 있다,NegEnv,짜증나다
목이 잔뜩 굳어 있다,PosEnv,쑥스럽다
목이 잔뜩 굳어 있다,PosEnv,긴장하다
목이 잔뜩 굳어 있다,NegEnv,화나다
목이 잔뜩 굳어 있다,NegEnv,경멸하다
목이 잔뜩 굳어 있다,NegEnv,긴장하다
몸이 기울어져 있다,NegEnv,무시하다
몸이 기울어져 있다,NegEnv,반항하다
무릎이 굳어 있다,PosEnv,긴장하다
무릎이 굳어 있다,NegEnv,두렵다
무릎이 굳어 있다,NegEnv,긴장하다
무릎이 굳어 있다,NegEnv,충격받다
상체가 앞으로 향해 있다,PosEnv,좋아하다
상체가 앞으로 향해 있다,PosEnv,자신감이 있다
상체가 앞으로 향해 있다,NegEnv,집착하다
손을 주머니에 넣고 있다,NegEnv,초라하다
손을 주머니에 넣고 있다,NegEnv,초조하다
손을 주머니에 넣고 있다,NegEnv,불안하다
눈이 축축이 젖어 있다,PosEnv,긴장하다
눈이 축축이 젖어 있다,NegEnv,겁에 질리다
눈이 축축이 젖어 있다,NegEnv,두렵다
눈이 축축이 젖어 있다,NegEnv,긴장하다
시무룩하게 앉아 있다,NegEnv,우울하다
시무룩하게 앉아 있다,NegEnv,절망하다
시선이 Y에 고정되어 있다,PosEnv,욕정을 느끼다
시선이 Y에 고정되어 있다,NegEnv,걱정하다
시선이 Y에 고정되어 있다,NegEnv,불안하다
턱이 느슨하게 벌어져 있다,NegEnv,체념하다
양팔을 옆으로 늘어뜨리고 있다,NegEnv,절망하다
양팔을 옆으로 늘어뜨리고 있다,NegEnv,낙담하다
어깨가 딱 벌어져 있다,PosEnv,자부심을 느끼다
어깨가 딱 벌어져 있다,NegEnv,반항하다
어깨가 굽어 있다,NegEnv,아쉽다
어깨가 잔뜩 굳어 있다,PosEnv,놀라다
어깨가 잔뜩 굳어 있다,PosEnv,긴장하다
어깨가 잔뜩 굳어 있다,NegEnv,위축되다
어깨가 잔뜩 굳어 있다,NegEnv,겁에 질리다
어깨가 잔뜩 굳어 있다,NegEnv,긴장하다
어깨가 잔뜩 뭉쳐 있다,PosEnv,긴장하다
어깨가 잔뜩 뭉쳐 있다,NegEnv,위축되다
어깨가 잔뜩 뭉쳐 있다,NegEnv,긴장하다
어깨가 축 처져 있다,NegEnv,우울하다
어깨가 축 처져 있다,NegEnv,상처받다
어깨가 푹 꺼져 있다,NegEnv,실망하다
어깨가 푹 꺼져 있다,NegEnv,낙담하다
어깨에 힘이 들어가 있다,PosEnv,자부심을 느끼다
어깨에 힘이 들어가 있다,NegEnv,분개하다
얼굴이 굳어 있다,NegEnv,화나다
얼굴이 부어 있다,NegEnv,삐지다
오랫동안 Y의 손을 잡고 있다,PosEnv,좋아하다
오랫동안 Y의 손을 잡고 있다,PosEnv,만족하다
오랫동안 Y의 손을 잡고 있다,PosEnv,고맙다
오랫동안 Y의 손을 잡고 있다,NegEnv,걱정하다
우두커니 서 있다,NegEnv,초라하다
이완된 자세로 있다,PosEnv,편안하다
이완된 자세로 있다,PosEnv,안심하다
이완된 자세로 있다,NegEnv,그리워하다
입가에 침이 고여 있다,PosEnv,흥분하다
입가에 침이 고여 있다,NegEnv,분노하다
입가에 하얗게 튼 자국이 있다,NegEnv,지치다
입꼬리가 밑으로 처져 있다,NegEnv,우울하다
입꼬리가 밑으로 처져 있다,NegEnv,초라하다
입술이 일그러져 있다,NegEnv,분노하다
